,Country / territory of asylum/residence,Origin,Year,Value,coor_from,coor_to
5423,United States of America,Kazakhstan,2006,124,"(66.923684, 48.019573)",
5424,United States of America,Kenya,2006,5,"(37.906193, -0.023559)",
5425,United States of America,Kyrgyzstan,2006,15,"(74.766098, 41.20438)",
5426,United States of America,Lao People's Dem. Rep.,2006,830,,
5427,United States of America,Latvia,2006,21,"(24.603189, 56.879635)",
5428,United States of America,Liberia,2006,2402,"(-9.429499, 6.428055)",
5429,United States of America,Mauritania,2006,88,"(-10.940835, 21.00789)",
5430,United States of America,Myanmar,2006,1612,,
5431,United States of America,Nepal,2006,1,"(84.124008, 28.394857)",
5432,United States of America,Niger,2006,1,"(8.081666, 17.607789)",
5433,United States of America,Nigeria,2006,15,"(8.675277, 9.081999)",
5434,United States of America,Pakistan,2006,20,"(69.345116, 30.375321)",
5435,United States of America,Rep. of Moldova,2006,720,,
5436,United States of America,Russian Federation,2006,6003,,
5437,United States of America,Rwanda,2006,112,"(29.873888, -1.940278)",
5438,United States of America,Senegal,2006,2,"(-14.452362, 14.497401)",
5439,United States of America,Sierra Leone,2006,439,"(-11.779889, 8.460555)",
5440,United States of America,Somalia,2006,10356,"(46.199616, 5.152149)",
5441,United States of America,Sri Lanka,2006,6,"(80.771797, 7.873054)",
5442,United States of America,Sudan,2006,1848,"(30.217636, 12.862807)",
5443,United States of America,Syrian Arab Rep.,2006,27,,
5444,United States of America,Tajikistan,2006,4,"(71.276093, 38.861034)",
5445,United States of America,The former Yugoslav Rep. of Macedonia,2006,1,,
5446,United States of America,Togo,2006,18,"(0.824782, 8.619543)",
5447,United States of America,Turkmenistan,2006,3,"(59.556278, 38.969719)",
5448,United States of America,Uganda,2006,20,"(32.290275, 1.373333)",
5449,United States of America,Ukraine,2006,2483,"(31.16558, 48.379433)",
5450,United States of America,Uzbekistan,2006,527,"(64.585262, 41.377491)",
5451,United States of America,Various/unknown,2006,11,,
5452,United States of America,Venezuela (Bolivarian Republic of),2006,4,,
5453,United States of America,Viet Nam,2006,3168,,
5454,United States of America,Yemen,2006,11,"(48.516388, 15.552727)",
5455,United States of America,Zimbabwe,2006,13,"(29.154857, -19.015438)",
5462,Australia,Central African Rep.,2007,13,,"(133.775136, -25.274398)"
5466,Australia,Congo,2007,29,,"(133.775136, -25.274398)"
5467,Australia,Dem. Rep. of the Congo,2007,648,,"(133.775136, -25.274398)"
5473,Australia,Iran (Islamic Rep. of),2007,279,,"(133.775136, -25.274398)"
5478,Australia,Lao People's Dem. Rep.,2007,132,,"(133.775136, -25.274398)"
5484,Australia,Myanmar,2007,2372,,"(133.775136, -25.274398)"
5487,Australia,Palestinian,2007,12,,"(133.775136, -25.274398)"
5489,Australia,Russian Federation,2007,1,,"(133.775136, -25.274398)"
5491,Australia,Serbia and Kosovo: S/RES/1244 (1999),2007,41,,"(133.775136, -25.274398)"
5503,Australia,United Rep. of Tanzania,2007,26,,"(133.775136, -25.274398)"
5510,Brazil,Palestinian,2007,109,,"(-51.92528, -14.235004)"
5518,Canada,Central African Rep.,2007,6,,"(-106.346771, 56.130366)"
5522,Canada,Congo,2007,30,,"(-106.346771, 56.130366)"
5524,Canada,Dem. Rep. of the Congo,2007,626,,"(-106.346771, 56.130366)"
5531,Canada,Iran (Islamic Rep. of),2007,326,,"(-106.346771, 56.130366)"
5536,Canada,Myanmar,2007,1786,,"(-106.346771, 56.130366)"
5539,Canada,Russian Federation,2007,71,,"(-106.346771, 56.130366)"
5541,Canada,Serbia and Kosovo: S/RES/1244 (1999),2007,128,,"(-106.346771, 56.130366)"
5546,Canada,Syrian Arab Rep.,2007,11,,"(-106.346771, 56.130366)"
5553,Canada,Various/unknown,2007,134,,"(-106.346771, 56.130366)"
5554,Canada,Viet Nam,2007,72,,"(-106.346771, 56.130366)"
5560,Denmark,Dem. Rep. of the Congo,2007,184,,"(9.501785, 56.26392)"
5562,Denmark,Iran (Islamic Rep. of),2007,6,,"(9.501785, 56.26392)"
5564,Denmark,Myanmar,2007,158,,"(9.501785, 56.26392)"
5565,Denmark,Russian Federation,2007,4,,"(9.501785, 56.26392)"
5574,Finland,Congo,2007,21,,"(25.748151, 61.92411)"
5575,Finland,Dem. Rep. of the Congo,2007,57,,"(25.748151, 61.92411)"
5576,Finland,Iran (Islamic Rep. of),2007,46,,"(25.748151, 61.92411)"
5579,Finland,Myanmar,2007,341,,"(25.748151, 61.92411)"
5581,Finland,Russian Federation,2007,9,,"(25.748151, 61.92411)"
5586,Finland,Stateless,2007,6,,"(25.748151, 61.92411)"
5589,Finland,Viet Nam,2007,1,,"(25.748151, 61.92411)"
5593,Ireland,Dem. Rep. of the Congo,2007,7,,"(-8.24389, 53.41291)"
5595,Ireland,Myanmar,2007,97,,"(-8.24389, 53.41291)"
5602,Netherlands,Dem. Rep. of the Congo,2007,70,,"(5.291266, 52.132633)"
5605,Netherlands,Iran (Islamic Rep. of),2007,10,,"(5.291266, 52.132633)"
5608,Netherlands,Myanmar,2007,76,,"(5.291266, 52.132633)"
5610,Netherlands,Palestinian,2007,41,,"(5.291266, 52.132633)"
5611,Netherlands,Russian Federation,2007,8,,"(5.291266, 52.132633)"
5622,New Zealand,Congo,2007,3,,"(174.885971, -40.900557)"
5623,New Zealand,Dem. Rep. of the Congo,2007,27,,"(174.885971, -40.900557)"
5626,New Zealand,Iran (Islamic Rep. of),2007,1,,"(174.885971, -40.900557)"
5629,New Zealand,Myanmar,2007,328,,"(174.885971, -40.900557)"
5631,New Zealand,Palestinian,2007,6,,"(174.885971, -40.900557)"
5643,Norway,Dem. Rep. of the Congo,2007,317,,"(8.468946, 60.472024)"
5647,Norway,Iran (Islamic Rep. of),2007,8,,"(8.468946, 60.472024)"
5650,Norway,Myanmar,2007,551,,"(8.468946, 60.472024)"
5656,Norway,Stateless,2007,13,,"(8.468946, 60.472024)"
5658,Norway,Syrian Arab Rep.,2007,1,,"(8.468946, 60.472024)"
5661,Norway,Viet Nam,2007,5,,"(8.468946, 60.472024)"
5670,Sweden,Dem. Rep. of the Congo,2007,43,,"(18.643501, 60.128161)"
5675,Sweden,Iran (Islamic Rep. of),2007,73,,"(18.643501, 60.128161)"
5679,Sweden,Myanmar,2007,357,,"(18.643501, 60.128161)"
5681,Sweden,Russian Federation,2007,60,,"(18.643501, 60.128161)"
5682,Sweden,Serbia and Kosovo: S/RES/1244 (1999),2007,6,,"(18.643501, 60.128161)"
5686,Sweden,Stateless,2007,6,,"(18.643501, 60.128161)"
5688,Sweden,Syrian Arab Rep.,2007,1,,"(18.643501, 60.128161)"
5692,Sweden,Various/unknown,2007,12,,"(18.643501, 60.128161)"
5693,United Kingdom of Great Britain and Northern Ireland,Afghanistan,2007,2,"(67.709953, 33.93911)",
5694,United Kingdom of Great Britain and Northern Ireland,Angola,2007,1,"(17.873887, -11.202692)",
5695,United Kingdom of Great Britain and Northern Ireland,Congo,2007,212,,
5696,United Kingdom of Great Britain and Northern Ireland,Eritrea,2007,1,"(39.782334, 15.179384)",
5697,United Kingdom of Great Britain and Northern Ireland,Ethiopia,2007,90,"(40.489673, 9.145)",
5698,United Kingdom of Great Britain and Northern Ireland,Iraq,2007,25,"(43.679291, 33.223191)",
5699,United Kingdom of Great Britain and Northern Ireland,Mauritania,2007,53,"(-10.940835, 21.00789)",
5700,United Kingdom of Great Britain and Northern Ireland,Myanmar,2007,126,,
5701,United Kingdom of Great Britain and Northern Ireland,Somalia,2007,4,"(46.199616, 5.152149)",
5702,United Kingdom of Great Britain and Northern Ireland,Sudan,2007,1,"(30.217636, 12.862807)",
5703,United States of America,Afghanistan,2007,441,"(67.709953, 33.93911)",
5704,United States of America,Angola,2007,4,"(17.873887, -11.202692)",
5705,United States of America,Armenia,2007,29,"(45.038189, 40.069099)",
5706,United States of America,Austria,2007,1,"(14.550072, 47.516231)",
5707,United States of America,Azerbaijan,2007,78,"(47.576927, 40.143105)",
5708,United States of America,Belarus,2007,219,"(27.953389, 53.709807)",
5709,United States of America,Benin,2007,1,"(2.315834, 9.30769)",
5710,United States of America,Bosnia and Herzegovina,2007,2,"(17.679076, 43.915886)",
5711,United States of America,Burkina Faso,2007,6,"(-1.561593, 12.238333)",
5712,United States of America,Burundi,2007,4545,"(29.918886, -3.373056)",
5713,United States of America,Côte d'Ivoire,2007,11,"(-5.54708, 7.539989)",
5714,United States of America,Cambodia,2007,15,"(104.990963, 12.565679)",
5715,United States of America,Cameroon,2007,5,"(12.354722, 7.369722)",
5716,United States of America,Central African Rep.,2007,15,,
5717,United States of America,Chad,2007,10,"(18.732207, 15.454166)",
5718,United States of America,China,2007,27,"(104.195397, 35.86166)",
5719,United States of America,Colombia,2007,54,"(-74.297333, 4.570868)",
5720,United States of America,Congo,2007,206,,
5721,United States of America,Cuba,2007,2922,"(-77.781167, 21.521757)",
5722,United States of America,Dem. People's Rep. of Korea,2007,22,,
5723,United States of America,Dem. Rep. of the Congo,2007,848,,
5724,United States of America,Egypt,2007,3,"(30.802498, 26.820553)",
5725,United States of America,Equatorial Guinea,2007,14,"(10.267895, 1.650801)",
5726,United States of America,Eritrea,2007,963,"(39.782334, 15.179384)",
5727,United States of America,Estonia,2007,6,"(25.013607, 58.595272)",
5728,United States of America,Ethiopia,2007,1028,"(40.489673, 9.145)",
5729,United States of America,France,2007,1,"(2.213749, 46.227638)",
5730,United States of America,Gambia,2007,13,"(-15.310139, 13.443182)",
5731,United States of America,Georgia,2007,7,"(43.356892, 42.315407)",
5732,United States of America,Ghana,2007,4,"(-1.023194, 7.946527)",
5733,United States of America,Guinea,2007,1,"(-9.696645, 9.945587)",
5734,United States of America,Iran (Islamic Rep. of),2007,5481,,
5735,United States of America,Iraq,2007,1608,"(43.679291, 33.223191)",
5736,United States of America,Israel,2007,1,"(34.851612, 31.046051)",
5737,United States of America,Jordan,2007,3,"(36.238414, 30.585164)",
5738,United States of America,Kazakhstan,2007,45,"(66.923684, 48.019573)",
5739,United States of America,Kuwait,2007,24,"(47.481766, 29.31166)",
5740,United States of America,Kyrgyzstan,2007,17,"(74.766098, 41.20438)",
5741,United States of America,Lao People's Dem. Rep.,2007,117,,
5742,United States of America,Latvia,2007,17,"(24.603189, 56.879635)",
5743,United States of America,Liberia,2007,1606,"(-9.429499, 6.428055)",
5744,United States of America,Lithuania,2007,4,"(23.881275, 55.169438)",
5745,United States of America,Mauritania,2007,62,"(-10.940835, 21.00789)",
5746,United States of America,Myanmar,2007,13896,,
5747,United States of America,Nepal,2007,3,"(84.124008, 28.394857)",
5748,United States of America,Nigeria,2007,20,"(8.675277, 9.081999)",
5749,United States of America,Pakistan,2007,30,"(69.345116, 30.375321)",
5750,United States of America,Rep. of Moldova,2007,565,,
5751,United States of America,Russian Federation,2007,1773,,
5752,United States of America,Rwanda,2007,202,"(29.873888, -1.940278)",
5753,United States of America,Sierra Leone,2007,166,"(-11.779889, 8.460555)",
5754,United States of America,Somalia,2007,6969,"(46.199616, 5.152149)",
5755,United States of America,Sri Lanka,2007,2,"(80.771797, 7.873054)",
5756,United States of America,Sudan,2007,704,"(30.217636, 12.862807)",
5757,United States of America,Syrian Arab Rep.,2007,17,,
5758,United States of America,Thailand,2007,2,"(100.992541, 15.870032)",
5759,United States of America,Togo,2007,40,"(0.824782, 8.619543)",
5760,United States of America,Turkmenistan,2007,2,"(59.556278, 38.969719)",
5761,United States of America,Uganda,2007,38,"(32.290275, 1.373333)",
5762,United States of America,Ukraine,2007,1605,"(31.16558, 48.379433)",
5763,United States of America,Uzbekistan,2007,190,"(64.585262, 41.377491)",
5764,United States of America,Viet Nam,2007,1564,,
5765,United States of America,Yemen,2007,6,"(48.516388, 15.552727)",
5766,United States of America,Zimbabwe,2007,1,"(29.154857, -19.015438)",
5779,Australia,Congo,2008,28,,"(133.775136, -25.274398)"
5780,Australia,Dem. Rep. of the Congo,2008,184,,"(133.775136, -25.274398)"
5791,Australia,Iran (Islamic Rep. of),2008,406,,"(133.775136, -25.274398)"
5804,Australia,Myanmar,2008,1985,,"(133.775136, -25.274398)"
5808,Australia,Palestinian,2008,5,,"(133.775136, -25.274398)"
5810,Australia,Russian Federation,2008,12,,"(133.775136, -25.274398)"
5814,Australia,Serbia and Kosovo: S/RES/1244 (1999),2008,9,,"(133.775136, -25.274398)"
5819,Australia,Stateless,2008,3,,"(133.775136, -25.274398)"
5821,Australia,Syrian Arab Rep.,2008,47,,"(133.775136, -25.274398)"
5823,Australia,Tibetan,2008,73,,"(133.775136, -25.274398)"
5828,Australia,United Rep. of Tanzania,2008,152,,"(133.775136, -25.274398)"
5830,Australia,Various/unknown,2008,8,,"(133.775136, -25.274398)"
5831,Australia,Viet Nam,2008,5,,"(133.775136, -25.274398)"
5844,Canada,Central African Rep.,2008,8,,"(-106.346771, 56.130366)"
5847,Canada,Congo,2008,25,,"(-106.346771, 56.130366)"
5848,Canada,Dem. Rep. of the Congo,2008,728,,"(-106.346771, 56.130366)"
5855,Canada,Iran (Islamic Rep. of),2008,361,,"(-106.346771, 56.130366)"
5860,Canada,Myanmar,2008,880,,"(-106.346771, 56.130366)"
5863,Canada,Palestinian,2008,6,,"(-106.346771, 56.130366)"
5864,Canada,Russian Federation,2008,32,,"(-106.346771, 56.130366)"
5866,Canada,Serbia and Kosovo: S/RES/1244 (1999),2008,105,,"(-106.346771, 56.130366)"
5870,Canada,Stateless,2008,33,,"(-106.346771, 56.130366)"
5872,Canada,Syrian Arab Rep.,2008,7,,"(-106.346771, 56.130366)"
5877,Canada,Various/unknown,2008,75,,"(-106.346771, 56.130366)"
5878,Canada,Viet Nam,2008,12,,"(-106.346771, 56.130366)"
5881,Chile,Palestinian,2008,116,,"(-71.542969, -35.675147)"
5885,Denmark,Dem. Rep. of the Congo,2008,122,,"(9.501785, 56.26392)"
5887,Denmark,Myanmar,2008,155,,"(9.501785, 56.26392)"
5888,Denmark,Russian Federation,2008,9,,"(9.501785, 56.26392)"
5891,Denmark,Stateless,2008,29,,"(9.501785, 56.26392)"
5897,Finland,Congo,2008,13,,"(25.748151, 61.92411)"
5898,Finland,Dem. Rep. of the Congo,2008,123,,"(25.748151, 61.92411)"
5900,Finland,Iran (Islamic Rep. of),2008,102,,"(25.748151, 61.92411)"
5903,Finland,Myanmar,2008,276,,"(25.748151, 61.92411)"
5905,Finland,Russian Federation,2008,17,,"(25.748151, 61.92411)"
5909,Finland,Stateless,2008,3,,"(25.748151, 61.92411)"
5911,France,Dem. Rep. of the Congo,2008,1,,"(2.213749, 46.227638)"
5913,France,Palestinian,2008,12,,"(2.213749, 46.227638)"
5914,France,Russian Federation,2008,23,,"(2.213749, 46.227638)"
5920,Ireland,Iran (Islamic Rep. of),2008,6,,"(-8.24389, 53.41291)"
5922,Ireland,Russian Federation,2008,2,,"(-8.24389, 53.41291)"
5924,Ireland,Syrian Arab Rep.,2008,1,,"(-8.24389, 53.41291)"
5931,Netherlands,Congo,2008,25,,"(5.291266, 52.132633)"
5932,Netherlands,Dem. Rep. of the Congo,2008,54,,"(5.291266, 52.132633)"
5936,Netherlands,Iran (Islamic Rep. of),2008,15,,"(5.291266, 52.132633)"
5939,Netherlands,Myanmar,2008,135,,"(5.291266, 52.132633)"
5941,Netherlands,Russian Federation,2008,7,,"(5.291266, 52.132633)"
5945,Netherlands,Stateless,2008,44,,"(5.291266, 52.132633)"
5948,Netherlands,Various/unknown,2008,7,,"(5.291266, 52.132633)"
5956,New Zealand,Dem. Rep. of the Congo,2008,47,,"(174.885971, -40.900557)"
5962,New Zealand,Iran (Islamic Rep. of),2008,11,,"(174.885971, -40.900557)"
5964,New Zealand,Myanmar,2008,130,,"(174.885971, -40.900557)"
5975,Norway,Dem. Rep. of the Congo,2008,16,,"(8.468946, 60.472024)"
5978,Norway,Iran (Islamic Rep. of),2008,18,,"(8.468946, 60.472024)"
5983,Norway,Myanmar,2008,363,,"(8.468946, 60.472024)"
5988,Norway,Stateless,2008,56,,"(8.468946, 60.472024)"
5991,Norway,Viet Nam,2008,5,,"(8.468946, 60.472024)"
6002,Sweden,Congo,2008,17,,"(18.643501, 60.128161)"
6004,Sweden,Dem. Rep. of the Congo,2008,100,,"(18.643501, 60.128161)"
6010,Sweden,Iran (Islamic Rep. of),2008,97,,"(18.643501, 60.128161)"
6015,Sweden,Myanmar,2008,310,,"(18.643501, 60.128161)"
6018,Sweden,Russian Federation,2008,32,,"(18.643501, 60.128161)"
6020,Sweden,Serbia and Kosovo: S/RES/1244 (1999),2008,2,,"(18.643501, 60.128161)"
6023,Sweden,Stateless,2008,410,,"(18.643501, 60.128161)"
6025,Sweden,Syrian Arab Rep.,2008,10,,"(18.643501, 60.128161)"
6030,Sweden,United States of America,2008,1,,"(18.643501, 60.128161)"
6032,Sweden,Various/unknown,2008,10,,"(18.643501, 60.128161)"
6034,United Kingdom of Great Britain and Northern Ireland,Various/unknown,2008,722,,
6035,United States of America,Afghanistan,2008,576,"(67.709953, 33.93911)",
6036,United States of America,Armenia,2008,9,"(45.038189, 40.069099)",
6037,United States of America,Azerbaijan,2008,30,"(47.576927, 40.143105)",
6038,United States of America,Belarus,2008,111,"(27.953389, 53.709807)",
6039,United States of America,Bhutan,2008,5320,"(90.433601, 27.514162)",
6040,United States of America,Burundi,2008,2889,"(29.918886, -3.373056)",
6041,United States of America,Côte d'Ivoire,2008,30,"(-5.54708, 7.539989)",
6042,United States of America,Cambodia,2008,8,"(104.990963, 12.565679)",
6043,United States of America,Cameroon,2008,2,"(12.354722, 7.369722)",
6044,United States of America,Central African Rep.,2008,56,,
6045,United States of America,Chad,2008,23,"(18.732207, 15.454166)",
6046,United States of America,China,2008,43,"(104.195397, 35.86166)",
6047,United States of America,Colombia,2008,94,"(-74.297333, 4.570868)",
6048,United States of America,Congo,2008,197,,
6049,United States of America,Cuba,2008,4177,"(-77.781167, 21.521757)",
6050,United States of America,Dem. People's Rep. of Korea,2008,37,,
6051,United States of America,Dem. Rep. of the Congo,2008,727,,
6052,United States of America,Ecuador,2008,3,"(-78.183406, -1.831239)",
6053,United States of America,Egypt,2008,5,"(30.802498, 26.820553)",
6054,United States of America,Eritrea,2008,251,"(39.782334, 15.179384)",
6055,United States of America,Estonia,2008,6,"(25.013607, 58.595272)",
6056,United States of America,Ethiopia,2008,299,"(40.489673, 9.145)",
6057,United States of America,Gambia,2008,6,"(-15.310139, 13.443182)",
6058,United States of America,Georgia,2008,20,"(43.356892, 42.315407)",
6059,United States of America,Guinea,2008,3,"(-9.696645, 9.945587)",
6060,United States of America,Guinea-Bissau,2008,2,"(-15.180413, 11.803749)",
6061,United States of America,Iran (Islamic Rep. of),2008,5270,,
6062,United States of America,Iraq,2008,13823,"(43.679291, 33.223191)",
6063,United States of America,Kazakhstan,2008,62,"(66.923684, 48.019573)",
6064,United States of America,Kuwait,2008,1,"(47.481766, 29.31166)",
6065,United States of America,Kyrgyzstan,2008,25,"(74.766098, 41.20438)",
6066,United States of America,Lao People's Dem. Rep.,2008,59,,
6067,United States of America,Latvia,2008,6,"(24.603189, 56.879635)",
6068,United States of America,Lebanon,2008,2,"(35.862285, 33.854721)",
6069,United States of America,Liberia,2008,992,"(-9.429499, 6.428055)",
6070,United States of America,Mauritania,2008,26,"(-10.940835, 21.00789)",
6071,United States of America,Morocco,2008,3,"(-7.09262, 31.791702)",
6072,United States of America,Myanmar,2008,18139,,
6073,United States of America,Nepal,2008,4,"(84.124008, 28.394857)",
